코스명,산이름,유형설명,최고고도_m,누적상승_m,편도거리_km,총거리_km,예상시간_분,예상시간,출발_lat,출발_lon,도착_lat,도착_lon,난이도,세부난이도,난이도점수,관광인프라점수,주차장_접근성점수,정류장_접근성점수,코스수,가중치,매력종합점수,전망,힐링,사진,등산로,성취감,계절매력,특출매력,특출점수
팔공산_02,팔공산,등하산_원점회귀,1190.2,606.4979999999999,8.48,8.48,224,3시간 44분,35.993039,128.681159,35.994004,128.673377,초급,초급2,144.81,5.8,10,10.0,19,0.2294157338705617,7.1,7.5,7.1,7.3,6.5,6.9,7.1,전망,7.5
팔공산_03,팔공산,등하산_원점회귀,918.0,1105.0,7.46,7.46,273,4시간 33분,35.970353,128.726043,35.973496,128.7289,상급,상급2,275.0,5.6,10,10.0,19,0.2294157338705617,7.1,7.5,7.1,7.3,6.5,6.9,7.1,전망,7.5
팔공산_04,팔공산,등하산_원점회귀,1195.0,986.0,6.54,6.54,246,4시간 06분,35.991145,128.698544,35.992545,128.700996,상급,상급1,243.22,5.7,10,10.0,19,0.2294157338705617,7.1,7.5,7.1,7.3,6.5,6.9,7.1,전망,7.5
팔공산_05,팔공산,등하산_원점회귀,920.0,1086.0,6.3,6.3,253,4시간 13분,35.99062,128.637597,35.99465,128.638906,상급,상급1,250.53,6.1,10,10.0,19,0.2294157338705617,7.1,7.5,7.1,7.3,6.5,6.9,7.1,전망,7.5
팔공산_06,팔공산,등하산_횡단,995.0,1331.0,10.02,10.02,341,5시간 41분,35.965095,128.701423,35.985669,128.701673,최상급,최상급2,349.78,5.8,10,10.0,19,0.2294157338705617,7.1,7.5,7.1,7.3,6.5,6.9,7.1,전망,7.5
팔공산_07,팔공산,등하산_원점회귀,873.0,1007.0,5.46,5.46,227,3시간 47분,35.969245,128.710851,35.973269,128.713767,중급,중급3,224.59,5.7,5,8.0,19,0.2294157338705617,7.1,7.5,7.1,7.3,6.5,6.9,7.1,전망,7.5
팔공산_08,팔공산,등하산_원점회귀,1200.0,897.0,6.16,6.16,226,3시간 46분,36.032288,128.683631,36.032958,128.680486,중급,중급3,225.14,5.4,10,0.0,19,0.2294157338705617,7.1,7.5,7.1,7.3,6.5,6.9,7.1,전망,7.5
팔공산_09,팔공산,등하산_원점회귀,1007.0,951.0,5.67,5.67,224,3시간 44분,35.993861,128.672695,35.99797,128.675893,중급,중급2,222.41,5.7,8,10.0,19,0.2294157338705617,7.1,7.5,7.1,7.3,6.5,6.9,7.1,전망,7.5
팔공산_10,팔공산,등하산_횡단,1184.2,704.2139999999999,8.29,8.29,221,3시간 41분,35.992898,128.681104,36.002729,128.68911,중급,중급1,185.14,5.6,10,10.0,19,0.2294157338705617,7.1,7.5,7.1,7.3,6.5,6.9,7.1,전망,7.5
팔공산_11,팔공산,등하산_원점회귀,1179.0,1003.0,7.18,7.18,270,4시간 30분,36.001316,128.676519,35.993852,128.674044,상급,상급2,257.03,5.7,5,5.0,19,0.2294157338705617,7.1,7.5,7.1,7.3,6.5,6.9,7.1,전망,7.5
팔공산_12,팔공산,등하산_원점회귀,879.0,931.0,5.1,5.1,218,3시간 38분,35.971993,128.728013,35.970986,128.725847,중급,중급2,208.71,5.6,10,10.0,19,0.2294157338705617,7.1,7.5,7.1,7.3,6.5,6.9,7.1,전망,7.5
팔공산_13,팔공산,등하산_횡단,1023.0,1030.0,6.01,6.01,230,3시간 50분,35.985983,128.651961,35.996207,128.655294,중급,중급3,238.3,6.0,10,10.0,19,0.2294157338705617,7.1,7.5,7.1,7.3,6.5,6.9,7.1,전망,7.5
팔공산_14,팔공산,등하산_원점회귀,881.0,800.0,6.7,6.7,219,3시간 39분,36.020284,128.630312,36.021636,128.630156,초급,초급3,177.4,6.1,10,10.0,19,0.2294157338705617,7.1,7.5,7.1,7.3,6.5,6.9,7.1,전망,7.5
팔공산_15,팔공산,등하산_원점회귀,920.0,1278.0,11.7,11.7,359,5시간 59분,35.991292,128.800468,35.996242,128.781988,상급,상급3,296.29,5.4,10,10.0,19,0.2294157338705617,7.1,7.5,7.1,7.3,6.5,6.9,7.1,전망,7.5
팔공산_17,팔공산,등하산_횡단,1174.0,885.0,4.52,4.52,195,3시간 15분,35.993498,128.681202,35.999737,128.684763,중급,중급1,191.56,5.7,10,10.0,19,0.2294157338705617,7.1,7.5,7.1,7.3,6.5,6.9,7.1,전망,7.5
팔공산_18,팔공산,등하산_횡단,1193.0,1184.0,7.53,7.53,272,4시간 32분,36.040177,128.718255,36.026257,128.717337,상급,상급3,285.99,4.5,10,5.0,19,0.2294157338705617,7.1,7.5,7.1,7.3,6.5,6.9,7.1,전망,7.5
팔공산_19,팔공산,등하산_원점회귀,1099.0,1082.0,7.12,7.12,270,4시간 30분,35.992114,128.685496,35.987945,128.6944,상급,상급2,265.84,5.8,10,10.0,19,0.2294157338705617,7.1,7.5,7.1,7.3,6.5,6.9,7.1,전망,7.5
팔공산_20,팔공산,등하산_원점회귀,1028.0,1455.0,13.05,13.05,411,6시간 51분,36.05528,128.714667,36.044156,128.714905,최상급,최상급1,333.89,4.2,8,10.0,19,0.2294157338705617,7.1,7.5,7.1,7.3,6.5,6.9,7.1,전망,7.5
팔봉산_01,팔봉산,등하산_원점회귀,361.2,265.181,3.47,3.47,96,1시간 36분,37.698402,127.698959,37.701385,127.696128,입문,입문,73.5,6.0,8,10.0,1,1.0,7.3,7.8,6.6,7.7,6.6,8.2,7.1,성취감,8.2
팔영산_01,팔영산,등하산_횡단,633.0,1012.0,7.71,7.71,265,4시간 25분,34.639858,127.450215,34.64153,127.414203,상급,상급2,267.54,3.7,2,10.0,2,0.7071067811865475,7.7,8.6,7.2,7.5,7.2,8.1,7.6,전망,8.6
팔영산_02,팔영산,편도_등산,630.0,2342.0,9.32,18.63,631,10시간 31분,34.603661,127.45779,34.6191,127.431801,초인,초인3,632.67,4.0,10,10.0,2,0.7071067811865475,7.7,8.6,7.2,7.5,7.2,8.1,7.6,전망,8.6
한라산_01,한라산,등하산_횡단,1948.7,1357.6419999999994,18.26,18.26,482,8시간 02분,33.384692,126.620378,33.370064,126.571728,상급,상급3,317.93,2.5,10,10.0,5,0.4472135954999579,7.2,7.8,6.8,7.4,6.2,7.3,8.0,계절매력,8.0
한라산_02,한라산,등하산_횡단,791.3,550.1360000000013,15.33,15.33,320,5시간 20분,33.302558,126.458388,33.307651,126.570386,중급,중급1,185.43,5.1,8,10.0,5,0.4472135954999579,7.2,7.8,6.8,7.4,6.2,7.3,8.0,계절매력,8.0
한라산_03,한라산,편도_등산,921.3,650.1129999999997,7.89,15.78,334,5시간 34분,33.311928,126.457381,33.345441,126.444408,중급,중급2,204.52,3.9,10,10.0,5,0.4472135954999579,7.2,7.8,6.8,7.4,6.2,7.3,8.0,계절매력,8.0
한라산_04,한라산,편도_하산,1036.7,1037.0219999999997,12.75,25.49,538,8시간 58분,33.409192,126.477067,33.336684,126.455296,최상급,최상급1,328.29,4.5,2,10.0,5,0.4472135954999579,7.2,7.8,6.8,7.4,6.2,7.3,8.0,계절매력,8.0
한라산_05,한라산,편도_하산,655.1,717.7429999999997,10.31,20.63,417,6시간 57분,33.395084,126.684984,33.423276,126.626985,상급,상급1,245.71,4.9,10,10.0,5,0.4472135954999579,7.2,7.8,6.8,7.4,6.2,7.3,8.0,계절매력,8.0
화악산_01,화악산,등하산_횡단,1467.6,999.1769999999996,6.92,6.92,264,4시간 24분,38.005152,127.525663,37.995369,127.479153,상급,상급1,251.85,4.6,0,0.0,6,0.4082482904638631,6.7,7.1,6.8,7.0,5.5,6.8,7.5,계절매력,7.5
화악산_02,화악산,등하산_횡단,1474.4,1094.37,7.65,7.65,256,4시간 16분,37.963524,127.526199,37.976699,127.507918,상급,상급2,277.13,5.1,0,10.0,6,0.4082482904638631,6.7,7.1,6.8,7.0,5.5,6.8,7.5,계절매력,7.5
화악산_03,화악산,등하산_횡단,1442.1,1038.849,8.41,8.41,269,4시간 29분,37.966157,127.483254,37.957903,127.472443,중급,중급3,226.48,5.5,0,2.0,6,0.4082482904638631,6.7,7.1,6.8,7.0,5.5,6.8,7.5,계절매력,7.5
화악산_04,화악산,등하산_원점회귀,1039.5,967.412,11.9,11.9,308,5시간 08분,37.924637,127.494637,37.924692,127.494432,상급,상급2,259.98,5.8,8,10.0,6,0.4082482904638631,6.7,7.1,6.8,7.0,5.5,6.8,7.5,계절매력,7.5
화악산_05,화악산,등하산_횡단,1402.0,1002.874,13.63,13.63,355,5시간 55분,37.970857,127.52541,37.950236,127.535403,중급,중급3,236.08,5.2,0,10.0,6,0.4082482904638631,6.7,7.1,6.8,7.0,5.5,6.8,7.5,계절매력,7.5
화악산_06,화악산,등하산_횡단,1464.0,1132.3399999999997,8.26,8.26,281,4시간 41분,37.95775,127.472622,37.97124,127.482388,상급,상급3,292.92,5.5,0,10.0,6,0.4082482904638631,6.7,7.1,6.8,7.0,5.5,6.8,7.5,계절매력,7.5
화왕산_01,화왕산,등하산_원점회귀,783.0,759.0,6.75,6.75,214,3시간 34분,35.546153,128.504867,35.540397,128.507771,초급,초급3,173.44,5.9,10,10.0,5,0.4472135954999579,7.4,7.9,7.0,7.7,6.6,7.0,8.5,계절매력,8.5
화왕산_02,화왕산,편도_하산,778.0,800.0,3.55,7.1,226,3시간 46분,35.540483,128.50757,35.545705,128.537684,중급,중급1,182.62,6.2,10,10.0,5,0.4472135954999579,7.4,7.9,7.0,7.7,6.6,7.0,8.5,계절매력,8.5
화왕산_03,화왕산,등하산_원점회귀,781.0,910.0,9.94,9.94,281,4시간 41분,35.518793,128.551168,35.522912,128.548839,중급,중급3,230.45,5.2,10,10.0,5,0.4472135954999579,7.4,7.9,7.0,7.7,6.6,7.0,8.5,계절매력,8.5
화왕산_04,화왕산,등하산_횡단,780.0,921.0,9.13,9.13,272,4시간 32분,35.540412,128.506744,35.518749,128.551276,중급,중급2,222.19,5.6,10,10.0,5,0.4472135954999579,7.4,7.9,7.0,7.7,6.6,7.0,8.5,계절매력,8.5
화왕산_05,화왕산,등하산_원점회귀,781.0,785.0,7.75,7.75,233,3시간 53분,35.569144,128.528703,35.567344,128.530071,중급,중급1,188.99,5.2,2,10.0,5,0.4472135954999579,7.4,7.9,7.0,7.7,6.6,7.0,8.5,계절매력,8.5
황매산_01,황매산,등하산_원점회귀,1124.8,726.1690000000001,7.01,7.01,202,3시간 22분,35.483258,127.999163,35.482609,127.999989,초급,초급3,172.88,4.8,8,5.0,4,0.5,7.8,8.5,7.4,8.5,6.9,7.1,8.9,계절매력,8.9
황매산_02,황매산,등하산_원점회귀,943.1,165.02900000000022,2.43,2.43,60,1시간 00분,35.487172,127.968806,35.485526,127.971255,입문,입문,40.44,4.4,10,2.0,4,0.5,7.8,8.5,7.4,8.5,6.9,7.1,8.9,계절매력,8.9
황매산_03,황매산,등하산_원점회귀,949.9,666.6179999999999,9.67,9.67,244,4시간 04분,35.481835,128.003547,35.481759,128.00364,초급,초급2,162.12,4.7,10,8.0,4,0.5,7.8,8.5,7.4,8.5,6.9,7.1,8.9,계절매력,8.9
황매산_04,황매산,편도_등산,1135.3,1056.8099999999995,5.65,11.31,328,5시간 28분,35.481911,128.003659,35.494215,127.97461,상급,상급2,264.91,4.7,10,8.0,4,0.5,7.8,8.5,7.4,8.5,6.9,7.1,8.9,계절매력,8.9
황석산_01,황석산,편도_하산,1165.5,1151.9760000000006,4.7,9.4,314,5시간 14분,35.680003,127.769498,35.657491,127.753514,상급,상급1,252.14,4.7,8,10.0,10,0.3162277660168379,7.0,7.4,7.0,7.3,5.7,7.3,7.2,전망,7.4
황석산_02,황석산,편도_등산,1204.6,830.8740000000003,4.03,8.06,246,4시간 06분,35.636987,127.735784,35.655035,127.755504,중급,중급1,198.29,4.1,5,5.0,10,0.3162277660168379,7.0,7.4,7.0,7.3,5.7,7.3,7.2,전망,7.4
황석산_03,황석산,등하산_원점회귀,1282.3,221.4710000000003,5.64,5.64,153,2시간 33분,35.683134,127.737005,35.68181,127.73689,입문,입문,71.36,4.6,0,0.0,10,0.3162277660168379,7.0,7.4,7.0,7.3,5.7,7.3,7.2,전망,7.4
황석산_04,황석산,등하산_원점회귀,1213.9,947.6360000000004,7.99,7.99,262,4시간 22분,35.664696,127.784535,35.664728,127.784584,중급,중급2,210.84,5.2,8,8.0,10,0.3162277660168379,7.0,7.4,7.0,7.3,5.7,7.3,7.2,전망,7.4
황석산_05,황석산,등하산_원점회귀,1383.2,775.9649999999991,5.52,5.52,189,3시간 09분,35.727643,127.78817,35.727627,127.788431,중급,중급1,198.23,4.4,8,5.0,10,0.3162277660168379,7.0,7.4,7.0,7.3,5.7,7.3,7.2,전망,7.4
황석산_06,황석산,등하산_원점회귀,1393.2,970.1729999999998,11.06,11.06,311,5시간 11분,35.731609,127.798272,35.731551,127.798231,상급,상급1,251.0,5.0,10,10.0,10,0.3162277660168379,7.0,7.4,7.0,7.3,5.7,7.3,7.2,전망,7.4
황석산_07,황석산,등하산_원점회귀,1388.9,1298.4919999999988,12.85,12.85,386,6시간 26분,35.733218,127.802235,35.731469,127.80064,상급,상급3,312.99,5.1,10,10.0,10,0.3162277660168379,7.0,7.4,7.0,7.3,5.7,7.3,7.2,전망,7.4
황석산_08,황석산,편도_등산,1367.2,1024.8569999999982,4.22,8.43,280,4시간 40분,35.731472,127.7982,35.706912,127.781577,중급,중급3,225.22,5.0,10,10.0,10,0.3162277660168379,7.0,7.4,7.0,7.3,5.7,7.3,7.2,전망,7.4
황석산_09,황석산,등하산_원점회귀,1357.2,1018.5269999999996,10.49,10.49,309,5시간 09분,35.683777,127.766079,35.685493,127.764863,상급,상급1,250.46,4.6,10,10.0,10,0.3162277660168379,7.0,7.4,7.0,7.3,5.7,7.3,7.2,전망,7.4
황석산_10,황석산,등하산_원점회귀,1418.7,585.3510000000002,7.11,7.11,194,3시간 14분,35.725536,127.742741,35.725468,127.742702,초급,초급2,156.32,4.1,0,0.0,10,0.3162277660168379,7.0,7.4,7.0,7.3,5.7,7.3,7.2,전망,7.4
황악산_01,황악산,등하산_원점회귀,1132.7,1603.716,8.2,8.2,341,5시간 41분,36.115738,128.002627,36.116302,128.011148,최상급,최상급2,347.33,5.3,8,5.0,8,0.3535533905932737,7.0,7.0,7.0,6.8,6.7,7.1,7.2,계절매력,7.2
황악산_02,황악산,등하산_원점회귀,967.0,1226.2219999999998,6.92,6.92,289,4시간 49분,36.116082,128.001407,36.116052,128.001291,상급,상급2,279.0,5.2,5,5.0,8,0.3535533905932737,7.0,7.0,7.0,6.8,6.7,7.1,7.2,계절매력,7.2
황악산_03,황악산,등하산_횡단,679.7,1660.4989999999996,9.74,9.74,403,6시간 43분,36.151465,127.991149,36.131703,128.011272,최상급,최상급2,385.19,5.1,10,8.0,8,0.3535533905932737,7.0,7.0,7.0,6.8,6.7,7.1,7.2,계절매력,7.2
황악산_04,황악산,등하산_원점회귀,1141.7,937.0080000000004,10.85,10.85,299,4시간 59분,36.117194,128.010653,36.115765,128.000881,상급,상급1,244.32,5.3,10,8.0,8,0.3535533905932737,7.0,7.0,7.0,6.8,6.7,7.1,7.2,계절매력,7.2
황악산_05,황악산,편도_등산,1127.9,2006.131,7.2,14.4,517,8시간 37분,36.067633,127.954986,36.117865,127.966878,초인,초인1,514.8,1.9,0,2.0,8,0.3535533905932737,7.0,7.0,7.0,6.8,6.7,7.1,7.2,계절매력,7.2
황악산_06,황악산,등하산_원점회귀,850.1,1431.5569999999998,7.36,7.36,322,5시간 22분,36.114512,128.01552,36.112637,128.013202,상급,상급3,310.9,5.4,10,10.0,8,0.3535533905932737,7.0,7.0,7.0,6.8,6.7,7.1,7.2,계절매력,7.2
황악산_07,황악산,등하산_원점회귀,1132.1,2008.0030000000004,11.61,11.61,474,7시간 54분,36.160074,127.947862,36.160173,127.94809,최상급,최상급3,462.46,4.0,2,8.0,8,0.3535533905932737,7.0,7.0,7.0,6.8,6.7,7.1,7.2,계절매력,7.2
황악산_08,황악산,등하산_원점회귀,1055.5,1749.2670000000005,10.5,10.5,422,7시간 02분,36.090592,127.993368,36.087664,127.989701,최상급,최상급3,410.48,4.5,0,10.0,8,0.3535533905932737,7.0,7.0,7.0,6.8,6.7,7.1,7.2,계절매력,7.2
황장산_01,황장산,등하산_원점회귀,1084.8,667.4089999999997,5.65,5.65,182,3시간 02분,36.807191,128.254587,36.812373,128.258105,초급,초급2,148.79,3.4,10,10.0,1,1.0,6.9,7.8,6.8,7.0,5.4,7.2,7.1,전망,7.8
희양산_01,희양산,등하산_원점회귀,991.8,1066.8000000000006,8.15,8.15,277,4시간 37분,36.73609,127.988787,36.7283,127.99018,상급,상급3,282.42,3.9,10,10.0,8,0.3535533905932737,7.2,7.8,7.1,7.4,6.1,7.5,7.6,전망,7.8
희양산_02,희양산,등하산_원점회귀,955.8,991.9000000000004,8.39,8.39,275,4시간 35분,36.736018,127.98884,36.736052,127.988868,중급,중급2,221.04,4.0,10,10.0,8,0.3535533905932737,7.2,7.8,7.1,7.4,6.1,7.5,7.6,전망,7.8
희양산_03,희양산,등하산_원점회귀,782.2,595.9,5.67,5.67,183,3시간 03분,36.7383,127.98998,36.735822,127.985333,초급,초급2,140.85,4.0,10,10.0,8,0.3535533905932737,7.2,7.8,7.1,7.4,6.1,7.5,7.6,전망,7.8
희양산_04,희양산,등하산_원점회귀,821.0,877.9000000000004,6.6,6.6,229,3시간 49분,36.731875,127.98755,36.734587,127.983943,중급,중급3,230.55,3.9,5,8.0,8,0.3535533905932737,7.2,7.8,7.1,7.4,6.1,7.5,7.6,전망,7.8
희양산_05,희양산,등하산_원점회귀,787.5,682.4999999999999,5.56,5.56,186,3시간 06분,36.758418,127.977417,36.758713,127.977348,초급,초급2,149.26,4.4,2,10.0,8,0.3535533905932737,7.2,7.8,7.1,7.4,6.1,7.5,7.6,전망,7.8
희양산_06,희양산,등하산_원점회귀,863.4,868.2000000000003,8.58,8.58,260,4시간 20분,36.762413,127.95836,36.765355,127.94835,중급,중급2,209.13,4.4,0,10.0,8,0.3535533905932737,7.2,7.8,7.1,7.4,6.1,7.5,7.6,전망,7.8
희양산_07,희양산,등하산_횡단,918.3,898.0999999999998,5.51,5.51,210,3시간 30분,36.746672,128.011527,36.740453,128.017215,중급,중급2,213.07,4.2,2,10.0,8,0.3535533905932737,7.2,7.8,7.1,7.4,6.1,7.5,7.6,전망,7.8
희양산_08,희양산,등하산_횡단,926.0,808.6879999999999,14.18,14.18,343,5시간 43분,36.690111,127.95199,36.738798,127.990899,중급,중급2,216.23,4.2,2,0.0,8,0.3535533905932737,7.2,7.8,7.1,7.4,6.1,7.5,7.6,전망,7.8
