코스명,산이름,유형설명,최고고도_m,누적상승_m,편도거리_km,총거리_km,예상시간_분,예상시간,출발_lat,출발_lon,도착_lat,도착_lon,난이도,세부난이도,난이도점수,관광인프라점수,주차장_접근성점수,정류장_접근성점수,코스수,가중치,매력종합점수,전망,힐링,사진,등산로,성취감,계절매력,특출매력,특출점수
운악산_04,운악산,등하산_횡단,821.9,1070.737,10.41,10.41,315,5시간 15분,37.844768,127.356004,37.864914,127.349378,상급,상급1,255.82,6.1,0,10.0,6,0.4082482904638631,7.5,8.2,6.9,7.6,6.6,8.2,7.7,전망,8.2
운악산_05,운악산,등하산_횡단,838.7,928.9740000000002,8.28,8.28,265,4시간 25분,37.883123,127.302279,37.864904,127.349459,중급,중급2,212.51,5.8,10,10.0,6,0.4082482904638631,7.5,8.2,6.9,7.6,6.6,8.2,7.7,전망,8.2
운악산_06,운악산,등하산_횡단,714.9,922.5830000000004,9.93,9.93,263,4시간 23분,37.882733,127.302284,37.847485,127.279589,중급,중급3,231.92,5.6,10,10.0,6,0.4082482904638631,7.5,8.2,6.9,7.6,6.6,8.2,7.7,전망,8.2
운장산_01,운장산,등하산_횡단,1134.8,852.7699999999998,12.85,12.85,335,5시간 35분,35.929086,127.349361,35.923461,127.435405,중급,중급2,211.37,3.8,10,5.0,1,1.0,7.3,8.2,7.0,7.5,6.3,7.3,7.8,전망,8.2
월악산_01,월악산,편도_등산,1092.2,1123.0990000000002,5.37,10.75,330,5시간 30분,36.864653,128.088081,36.886098,128.105857,상급,상급2,266.24,5.2,10,10.0,4,0.5,7.5,8.5,7.1,8.1,6.2,7.5,7.4,전망,8.5
월악산_02,월악산,등하산_원점회귀,968.9,865.8380000000006,8.92,8.92,263,4시간 23분,36.864838,128.087923,36.86362,128.087709,중급,중급2,212.94,5.3,10,10.0,4,0.5,7.5,8.5,7.1,8.1,6.2,7.5,7.4,전망,8.5
월악산_03,월악산,편도_등산,1111.9,805.8819999999996,3.09,6.19,214,3시간 34분,36.879944,128.131845,36.886033,128.105818,중급,중급2,213.92,5.1,10,2.0,4,0.5,7.5,8.5,7.1,8.1,6.2,7.5,7.4,전망,8.5
월악산_04,월악산,편도_등산,1116.6,1284.3109999999997,4.64,9.28,332,5시간 32분,36.914218,128.09843,36.886045,128.105844,최상급,최상급1,330.66,4.9,2,10.0,4,0.5,7.5,8.5,7.1,8.1,6.2,7.5,7.4,전망,8.5
월출산_01,월출산,등하산_횡단,797.2,893.5560000000002,7.14,7.14,235,3시간 55분,34.793705,126.697895,34.746037,126.709263,상급,상급1,241.93,5.4,10,10.0,5,0.4472135954999579,7.7,8.7,7.3,8.0,6.8,7.9,7.7,전망,8.7
월출산_02,월출산,편도_등산,834.0,1485.0,6.8,13.6,427,7시간 07분,34.755969,126.657714,34.766628,126.704071,최상급,최상급1,344.35,5.3,10,10.0,5,0.4472135954999579,7.7,8.7,7.3,8.0,6.8,7.9,7.7,전망,8.7
월출산_03,월출산,등하산_횡단,836.0,716.9259999999999,6.34,6.34,196,3시간 16분,34.796508,126.702669,34.775641,126.721844,초급,초급3,163.36,5.5,10,10.0,5,0.4472135954999579,7.7,8.7,7.3,8.0,6.8,7.9,7.7,전망,8.7
월출산_04,월출산,등하산_횡단,835.8,657.453,5.95,5.95,180,3시간 00분,34.745521,126.708999,34.755584,126.706744,초급,초급2,151.55,5.3,10,0.0,5,0.4472135954999579,7.7,8.7,7.3,8.0,6.8,7.9,7.7,전망,8.7
월출산_05,월출산,등하산_횡단,840.1,798.4119999999998,9.21,9.21,259,4시간 19분,34.753561,126.660184,34.777789,126.722531,중급,중급2,207.78,5.4,10,10.0,5,0.4472135954999579,7.7,8.7,7.3,8.0,6.8,7.9,7.7,전망,8.7
유명산_01,유명산,편도_등산,864.5,627.1600000000001,3.21,6.42,190,3시간 10분,37.592282,127.488586,37.575323,127.486667,초급,초급2,153.75,6.0,10,10.0,8,0.3535533905932737,6.7,6.6,7.4,6.8,6.1,6.2,7.7,계절매력,7.7
유명산_02,유명산,편도_하산,866.8,738.7169999999998,4.3,8.6,240,4시간 00분,37.59243,127.488956,37.575327,127.486436,중급,중급1,193.13,6.0,10,10.0,8,0.3535533905932737,6.7,6.6,7.4,6.8,6.1,6.2,7.7,계절매력,7.7
유명산_03,유명산,편도_등산,889.3,1335.5840000000003,2.68,5.35,281,4시간 41분,37.5898,127.469097,37.5754,127.486783,상급,상급1,256.03,5.8,2,5.0,8,0.3535533905932737,6.7,6.6,7.4,6.8,6.1,6.2,7.7,계절매력,7.7
유명산_04,유명산,등하산_횡단,850.9,1048.5079999999996,8.86,8.86,307,5시간 07분,37.595987,127.490982,37.590349,127.510683,중급,중급3,233.54,6.0,10,10.0,8,0.3535533905932737,6.7,6.6,7.4,6.8,6.1,6.2,7.7,계절매력,7.7
유명산_05,유명산,편도_등산,887.3,1567.5879999999993,5.29,10.57,394,6시간 34분,37.54463,127.463749,37.575325,127.48668,최상급,최상급2,389.88,5.9,0,10.0,8,0.3535533905932737,6.7,6.6,7.4,6.8,6.1,6.2,7.7,계절매력,7.7
유명산_06,유명산,등하산_횡단,886.0,1233.6570000000002,10.89,10.89,342,5시간 42분,37.545799,127.46342,37.595413,127.490631,상급,상급3,280.85,6.0,0,10.0,8,0.3535533905932737,6.7,6.6,7.4,6.8,6.1,6.2,7.7,계절매력,7.7
유명산_07,유명산,등하산_횡단,798.3,314.27599999999984,8.79,8.79,191,3시간 11분,37.563901,127.510941,37.586475,127.511508,초급,초급1,106.13,5.8,8,2.0,8,0.3535533905932737,6.7,6.6,7.4,6.8,6.1,6.2,7.7,계절매력,7.7
유명산_08,유명산,등하산_횡단,848.8,355.6149999999999,4.16,4.16,128,2시간 08분,37.589935,127.470383,37.594463,127.489952,입문,입문,93.2,6.0,2,2.0,8,0.3535533905932737,6.7,6.6,7.4,6.8,6.1,6.2,7.7,계절매력,7.7
응봉산_01,응봉산,등하산_원점회귀,1019.4,987.3670000000004,11.39,11.39,322,5시간 22분,37.081323,129.279441,37.078414,129.282046,상급,상급2,256.96,4.5,0,8.0,1,1.0,7.1,7.4,7.6,7.2,6.5,6.7,7.5,힐링,7.6
장안산_01,장안산,등하산_횡단,1259.4,285.8319999999999,8.45,8.45,183,3시간 03분,35.644141,127.616369,35.619694,127.562133,입문,입문,99.24,4.2,10,0.0,1,1.0,7.3,7.9,7.1,7.2,6.7,7.0,8.2,계절매력,8.2
재약산_01,재약산,등하산_원점회귀,1206.0,1019.66,13.21,13.21,353,5시간 53분,35.531953,128.944213,35.532594,128.952559,상급,상급3,281.22,5.8,10,10.0,14,0.2672612419124244,7.3,8.2,7.0,7.5,6.5,6.8,7.9,전망,8.2
재약산_02,재약산,편도_등산,1161.7,1049.085,6.81,13.63,362,6시간 02분,35.580453,128.980486,35.565618,128.986272,상급,상급3,289.75,5.4,10,10.0,14,0.2672612419124244,7.3,8.2,7.0,7.5,6.5,6.8,7.9,전망,8.2
재약산_03,재약산,등하산_원점회귀,1044.1,587.0,8.49,8.49,211,3시간 31분,35.580684,129.027286,35.581157,129.026801,초급,초급2,142.55,5.6,10,10.0,14,0.2672612419124244,7.3,8.2,7.0,7.5,6.5,6.8,7.9,전망,8.2
재약산_04,재약산,등하산_횡단,1112.8,967.1999999999998,6.57,6.57,207,3시간 27분,35.534006,129.009883,35.536785,128.995738,상급,상급1,241.44,5.7,2,10.0,14,0.2672612419124244,7.3,8.2,7.0,7.5,6.5,6.8,7.9,전망,8.2
재약산_05,재약산,편도_등산,1030.6,814.8999999999996,4.34,8.68,252,4시간 12분,35.580795,129.02714,35.568656,128.992476,중급,중급2,203.79,5.3,10,10.0,14,0.2672612419124244,7.3,8.2,7.0,7.5,6.5,6.8,7.9,전망,8.2
재약산_06,재약산,등하산_원점회귀,1210.9,1066.6,7.47,7.47,272,4시간 32분,35.532414,128.956826,35.536031,128.960222,상급,상급2,270.36,5.9,10,10.0,14,0.2672612419124244,7.3,8.2,7.0,7.5,6.5,6.8,7.9,전망,8.2
재약산_07,재약산,등하산_원점회귀,997.0,728.9000000000005,6.77,6.77,211,3시간 31분,35.564767,129.014586,35.56449,129.014444,초급,초급3,170.21,5.6,10,8.0,14,0.2672612419124244,7.3,8.2,7.0,7.5,6.5,6.8,7.9,전망,8.2
재약산_08,재약산,등하산_횡단,976.2,844.0000000000005,6.01,6.01,202,3시간 22분,35.532416,128.956837,35.532033,128.969945,중급,중급2,215.72,5.8,10,10.0,14,0.2672612419124244,7.3,8.2,7.0,7.5,6.5,6.8,7.9,전망,8.2
재약산_09,재약산,편도_등산,629.3,768.6999999999998,2.52,5.04,191,3시간 11분,35.532269,128.956917,35.543285,128.976364,중급,중급1,188.52,5.6,10,10.0,14,0.2672612419124244,7.3,8.2,7.0,7.5,6.5,6.8,7.9,전망,8.2
재약산_10,재약산,등하산_원점회귀,1069.9,892.3,5.14,5.14,210,3시간 30분,35.579844,128.983095,35.578958,128.982465,중급,중급2,205.12,5.6,10,10.0,14,0.2672612419124244,7.3,8.2,7.0,7.5,6.5,6.8,7.9,전망,8.2
재약산_11,재약산,등하산_횡단,1200.4,773.2999999999993,4.86,4.86,159,2시간 39분,35.562252,128.94326,35.550487,128.950442,중급,중급1,185.68,5.7,0,0.0,14,0.2672612419124244,7.3,8.2,7.0,7.5,6.5,6.8,7.9,전망,8.2
재약산_12,재약산,등하산_원점회귀,924.8,776.9999999999998,6.31,6.31,215,3시간 35분,35.534048,128.949835,35.533855,128.950086,초급,초급3,169.66,5.8,8,8.0,14,0.2672612419124244,7.3,8.2,7.0,7.5,6.5,6.8,7.9,전망,8.2
재약산_13,재약산,등하산_원점회귀,690.9,877.7999999999998,9.74,9.74,269,4시간 29분,35.532197,128.956811,35.532647,128.955427,중급,중급3,224.05,5.9,10,10.0,14,0.2672612419124244,7.3,8.2,7.0,7.5,6.5,6.8,7.9,전망,8.2
재약산_14,재약산,등하산_원점회귀,1131.0,1036.6,5.19,5.19,200,3시간 20분,35.542874,128.977773,35.542874,128.977773,중급,중급2,222.16,5.9,0,0.0,14,0.2672612419124244,7.3,8.2,7.0,7.5,6.5,6.8,7.9,전망,8.2
적상산_01,적상산,등하산_횡단,997.6,699.963,7.99,7.99,228,3시간 48분,35.930045,127.710074,35.952663,127.662667,중급,중급1,181.21,5.0,0,10.0,1,1.0,7.4,8.0,7.3,7.5,6.6,6.6,8.7,계절매력,8.7
점봉산_01,점봉산,편도_등산,1131.0,1102.0,5.31,10.62,325,5시간 25분,38.035775,128.472897,38.027947,128.432251,상급,상급2,262.13,4.5,10,2.0,1,1.0,7.5,8.0,8.1,7.4,6.9,6.6,8.4,계절매력,8.4
조계산_01,조계산,등하산_횡단,908.1,1283.808,7.74,7.74,310,5시간 10분,34.99234,127.344235,34.994634,127.331366,상급,상급3,301.92,4.5,10,10.0,2,0.7071067811865475,7.3,7.3,7.8,7.5,6.7,6.7,8.0,계절매력,8.0
조계산_02,조계산,등하산_원점회귀,861.3,1589.2270000000012,10.79,10.79,394,6시간 34분,35.005122,127.265054,35.000105,127.277365,최상급,최상급3,396.62,4.2,10,10.0,2,0.7071067811865475,7.3,7.3,7.8,7.5,6.7,6.7,8.0,계절매력,8.0
주왕산_01,주왕산,등하산_원점회귀,747.0,563.46,4.71,4.71,134,2시간 14분,36.396625,129.147215,36.396797,129.147212,초급,초급1,124.83,5.2,5,5.0,1,1.0,7.7,8.4,7.3,7.9,7.2,7.1,8.3,전망,8.4
주흘산_01,주흘산,편도_등산,1104.6,2327.051000000001,12.12,24.25,713,11시간 53분,36.76138,128.076529,36.778098,128.104731,초인,초인2,575.6,5.8,10,10.0,6,0.4082482904638631,7.1,7.4,7.5,7.0,6.6,6.9,7.1,힐링,7.5
주흘산_02,주흘산,등하산_횡단,1132.8,1615.6130000000005,14.78,14.78,456,7시간 36분,36.75964,128.076769,36.788893,128.065811,최상급,최상급2,374.43,5.6,10,10.0,6,0.4082482904638631,7.1,7.4,7.5,7.0,6.6,6.9,7.1,힐링,7.5
주흘산_03,주흘산,등하산_원점회귀,1100.1,1265.084999999998,8.63,8.63,317,5시간 17분,36.761389,128.077897,36.761577,128.076592,상급,상급3,316.48,5.8,10,10.0,6,0.4082482904638631,7.1,7.4,7.5,7.0,6.6,6.9,7.1,힐링,7.5
주흘산_04,주흘산,편도_등산,1132.6,1140.101,4.42,8.84,304,5시간 04분,36.758096,128.115256,36.788559,128.101367,상급,상급3,304.07,5.8,0,10.0,6,0.4082482904638631,7.1,7.4,7.5,7.0,6.6,6.9,7.1,힐링,7.5
주흘산_05,주흘산,등하산_원점회귀,1130.1,908.1390000000004,3.5,3.5,154,2시간 34분,36.791242,128.121028,36.791285,128.120505,초급,초급3,170.76,3.9,0,10.0,6,0.4082482904638631,7.1,7.4,7.5,7.0,6.6,6.9,7.1,힐링,7.5
주흘산_06,주흘산,등하산_횡단,960.7,1244.0359999999994,11.64,11.64,351,5시간 51분,36.759735,128.076893,36.789662,128.065809,상급,상급3,291.58,5.6,10,10.0,6,0.4082482904638631,7.1,7.4,7.5,7.0,6.6,6.9,7.1,힐링,7.5
지리산(통영)_01,지리산(통영),등하산_횡단,424.0,763.2550000000008,5.84,5.84,201,3시간 21분,34.844911,128.218467,34.853912,128.174798,중급,중급2,202.22,5.0,0,0.0,1,1.0,7.7,8.2,7.2,7.7,6.6,8.3,8.0,성취감,8.3
지리산_01,지리산,등하산_횡단,1950.0,1245.832,15.06,15.06,411,6시간 51분,35.304018,127.749109,35.285059,127.718794,최상급,최상급1,331.9,5.3,10,0.0,5,0.4472135954999579,7.3,8.0,7.1,7.2,6.7,7.6,7.5,전망,8.0
지리산_02,지리산,편도_하산,1285.2,1773.4039999999982,7.38,14.75,487,8시간 07분,35.243096,127.488549,35.296336,127.52111,최상급,최상급2,391.89,5.9,10,10.0,5,0.4472135954999579,7.3,8.0,7.1,7.2,6.7,7.6,7.5,전망,8.0
지리산_03,지리산,편도_등산,1649.4,4373.857000000005,21.31,42.62,1295,21시간 35분,35.30615,127.511107,35.317993,127.693395,신,신,1046.17,4.7,10,10.0,5,0.4472135954999579,7.3,8.0,7.1,7.2,6.7,7.6,7.5,전망,8.0
지리산_04,지리산,편도_등산,1936.0,2108.0,7.18,14.36,532,8시간 52분,35.362627,127.680309,35.336945,127.730637,초인,초인1,526.97,5.5,10,10.0,5,0.4472135954999579,7.3,8.0,7.1,7.2,6.7,7.6,7.5,전망,8.0
지리산_05,지리산,편도_하산,1937.0,4219.871999999999,12.49,24.97,1008,16시간 48분,35.349887,127.817008,35.336899,127.73063,신,신,983.18,4.7,10,0.0,5,0.4472135954999579,7.3,8.0,7.1,7.2,6.7,7.6,7.5,전망,8.0
천관산_01,천관산,등하산_원점회귀,740.1,725.5110000000001,6.67,6.67,207,3시간 27분,34.548939,126.935925,34.548486,126.931565,초급,초급3,168.56,4.8,10,5.0,6,0.4082482904638631,7.4,8.2,6.9,7.7,6.4,7.3,8.4,계절매력,8.4
천관산_02,천관산,등하산_횡단,747.0,731.0750000000002,6.02,6.02,188,3시간 08분,34.514234,126.90226,34.523951,126.908363,초급,초급2,160.75,4.6,5,10.0,6,0.4082482904638631,7.4,8.2,6.9,7.7,6.4,7.3,8.4,계절매력,8.4
천관산_03,천관산,등하산_횡단,744.5,665.9090000000003,6.23,6.23,194,3시간 14분,34.51412,126.902361,34.549545,126.93682,초급,초급2,156.07,4.8,5,10.0,6,0.4082482904638631,7.4,8.2,6.9,7.7,6.4,7.3,8.4,계절매력,8.4
천관산_04,천관산,등하산_원점회귀,749.4,701.2349999999997,5.29,5.29,162,2시간 42분,34.545673,126.899154,34.544531,126.900389,중급,중급1,184.47,4.5,10,2.0,6,0.4082482904638631,7.4,8.2,6.9,7.7,6.4,7.3,8.4,계절매력,8.4
천관산_05,천관산,등하산_원점회귀,755.8,831.0770000000002,11.16,11.16,291,4시간 51분,34.549099,126.936456,34.548347,126.931162,중급,중급1,194.46,4.8,10,5.0,6,0.4082482904638631,7.4,8.2,6.9,7.7,6.4,7.3,8.4,계절매력,8.4
천관산_06,천관산,편도_등산,354.2,752.385,7.9,15.79,350,5시간 50분,34.472834,126.918347,34.523987,126.908464,중급,중급2,220.09,4.9,0,10.0,6,0.4082482904638631,7.4,8.2,6.9,7.7,6.4,7.3,8.4,계절매력,8.4
천마산_01,천마산,등하산_횡단,810.2,659.2890000000002,6.75,6.75,198,3시간 18분,37.66635,127.290175,37.670823,127.25162,초급,초급2,161.64,6.4,5,10.0,7,0.3779644730092272,7.2,7.6,7.1,7.5,6.7,7.0,7.5,전망,7.6
천마산_02,천마산,등하산_횡단,834.7,760.4280000000002,6.21,6.21,209,3시간 29분,37.670848,127.251743,37.659237,127.284113,초급,초급3,166.51,6.4,10,10.0,7,0.3779644730092272,7.2,7.6,7.1,7.5,6.7,7.0,7.5,전망,7.6
천마산_03,천마산,등하산_횡단,816.1,853.6,6.87,6.87,232,3시간 52분,37.690578,127.295012,37.68073,127.303227,중급,중급1,185.55,6.1,0,10.0,7,0.3779644730092272,7.2,7.6,7.1,7.5,6.7,7.0,7.5,전망,7.6
천마산_04,천마산,등하산_횡단,805.2,857.8000000000003,8.38,8.38,255,4시간 15분,37.659102,127.284,37.692367,127.23174,중급,중급2,205.44,6.4,10,10.0,7,0.3779644730092272,7.2,7.6,7.1,7.5,6.7,7.0,7.5,전망,7.6
천마산_05,천마산,등하산_횡단,811.4,725.5000000000005,10.2,10.2,274,4시간 34분,37.655443,127.265343,37.695677,127.217078,초급,초급3,173.7,6.5,2,10.0,7,0.3779644730092272,7.2,7.6,7.1,7.5,6.7,7.0,7.5,전망,7.6
천마산_06,천마산,등하산_횡단,585.5,685.9279999999999,5.79,5.79,175,2시간 55분,37.634971,127.2163,37.644432,127.24156,초급,초급2,152.7,6.5,10,10.0,7,0.3779644730092272,7.2,7.6,7.1,7.5,6.7,7.0,7.5,전망,7.6
천마산_07,천마산,등하산_횡단,625.6,640.6210000000001,6.67,6.67,188,3시간 08분,37.617068,127.272939,37.655309,127.265431,초급,초급2,158.39,6.2,0,10.0,7,0.3779644730092272,7.2,7.6,7.1,7.5,6.7,7.0,7.5,전망,7.6
천성산_01,천성산,등하산_원점회귀,556.4,757.6999999999999,7.7,7.7,229,3시간 49분,35.319774,128.98893,35.319939,128.988987,중급,중급1,185.08,6.4,8,10.0,2,0.7071067811865475,6.9,7.6,6.9,7.0,6.2,6.9,6.8,전망,7.6
천성산_02,천성산,등하산_횡단,882.2,1053.4,8.61,8.61,285,4시간 45분,35.341888,128.95533,35.360214,128.977369,중급,중급3,230.76,5.5,0,10.0,2,0.7071067811865475,6.9,7.6,6.9,7.0,6.2,6.9,6.8,전망,7.6
천태산_01,천태산,등하산_원점회귀,733.1,656.3049999999996,5.72,5.72,180,3시간 00분,36.157418,127.62008,36.156788,127.614751,초급,초급2,148.46,4.4,10,10.0,2,0.7071067811865475,7.6,8.1,6.9,7.6,6.9,8.2,8.0,성취감,8.2
천태산_02,천태산,편도_등산,746.2,682.4549999999999,3.1,6.19,195,3시간 15분,36.16148,127.581787,36.158308,127.599141,초급,초급2,157.49,4.1,0,10.0,2,0.7071067811865475,7.6,8.1,6.9,7.6,6.9,8.2,8.0,성취감,8.2
청량산_01,청량산,등하산_횡단,882.4,672.139,4.94,4.94,184,3시간 04분,36.781536,128.924189,36.788038,128.896993,초급,초급3,174.53,4.5,10,5.0,3,0.5773502691896258,7.3,8.0,7.1,7.4,6.6,7.2,7.8,전망,8.0
청량산_02,청량산,등하산_원점회귀,881.1,566.4700000000005,5.57,5.57,163,2시간 43분,36.78016,128.927783,36.78016,128.927783,초급,초급1,136.11,4.2,10,2.0,3,0.5773502691896258,7.3,8.0,7.1,7.4,6.6,7.2,7.8,전망,8.0
청량산_03,청량산,등하산_횡단,857.3,636.8360000000001,4.62,4.62,170,2시간 50분,36.781557,128.924117,36.785379,128.90711,초급,초급3,164.29,4.4,10,5.0,3,0.5773502691896258,7.3,8.0,7.1,7.4,6.6,7.2,7.8,전망,8.0
추월산_01,추월산,등하산_원점회귀,737.8,1088.1700000000003,5.46,5.46,247,4시간 07분,35.401959,126.99942,35.405749,126.995963,중급,중급3,233.46,5.4,10,10.0,4,0.5,7.0,7.2,7.2,7.2,6.0,7.2,7.5,계절매력,7.5
추월산_02,추월산,등하산_원점회귀,754.9,824.7260000000003,4.74,4.74,187,3시간 07분,35.40195,126.999443,35.399881,126.996028,중급,중급1,189.37,5.4,10,10.0,4,0.5,7.0,7.2,7.2,7.2,6.0,7.2,7.5,계절매력,7.5
추월산_03,추월산,등하산_원점회귀,750.3,1013.5520000000008,7.88,7.88,268,4시간 28분,35.401975,126.999583,35.407872,126.995088,상급,상급2,270.68,5.4,10,10.0,4,0.5,7.0,7.2,7.2,7.2,6.0,7.2,7.5,계절매력,7.5
추월산_04,추월산,편도_등산,758.5,486.891,2.24,4.48,140,2시간 20분,35.397015,126.954979,35.399939,126.976087,초급,초급1,113.17,4.8,0,0.0,4,0.5,7.0,7.2,7.2,7.2,6.0,7.2,7.5,계절매력,7.5
축령산_01,축령산,등하산_원점회귀,911.6,756.2040000000002,6.09,6.09,198,3시간 18분,37.752513,127.308922,37.754043,127.312158,초급,초급3,164.43,6.2,10,10.0,4,0.5,7.3,7.3,7.9,7.1,6.7,7.0,8.0,계절매력,8.0
축령산_02,축령산,편도_등산,670.1,274.476,1.29,2.58,80,1시간 20분,37.752959,127.313595,37.750408,127.321708,입문,입문,64.48,5.9,10,8.0,4,0.5,7.3,7.3,7.9,7.1,6.7,7.0,8.0,계절매력,8.0
축령산_03,축령산,등하산_원점회귀,852.1,1223.8800000000006,8.38,8.38,304,5시간 04분,37.750439,127.306959,37.754366,127.31191,상급,상급3,306.74,6.2,8,10.0,4,0.5,7.3,7.3,7.9,7.1,6.7,7.0,8.0,계절매력,8.0
축령산_04,축령산,등하산_원점회귀,862.4,664.8689999999999,6.87,6.87,200,3시간 20분,37.755394,127.314634,37.756495,127.312755,초급,초급3,163.76,6.1,10,8.0,4,0.5,7.3,7.3,7.9,7.1,6.7,7.0,8.0,계절매력,8.0
치악산_01,치악산,등하산_횡단,1304.1,747.627,9.06,9.06,257,4시간 17분,37.360644,128.022074,37.405118,128.048625,중급,중급1,199.42,5.6,10,2.0,7,0.3779644730092272,7.4,7.7,7.1,7.2,6.6,7.7,8.1,계절매력,8.1
치악산_02,치악산,등하산_횡단,1207.5,1192.8190000000004,11.37,11.37,353,5시간 53분,37.280551,128.086041,37.334684,128.012033,상급,상급3,282.18,5.7,10,10.0,7,0.3779644730092272,7.4,7.7,7.1,7.2,6.6,7.7,8.1,계절매력,8.1
치악산_03,치악산,등하산_원점회귀,1313.9,735.056,12.35,12.35,294,4시간 54분,37.333426,128.073504,37.334684,128.068772,중급,중급1,192.39,3.4,8,5.0,7,0.3779644730092272,7.4,7.7,7.1,7.2,6.6,7.7,8.1,계절매력,8.1
치악산_04,치악산,편도_등산,1068.0,728.132,3.84,7.67,224,3시간 44분,37.344675,128.016413,37.33098,128.033776,중급,중급1,181.08,6.1,2,5.0,7,0.3779644730092272,7.4,7.7,7.1,7.2,6.6,7.7,8.1,계절매력,8.1
치악산_05,치악산,편도_하산,435.6,526.499,10.48,20.96,393,6시간 33분,37.380405,128.007691,37.334772,128.013178,중급,중급2,212.12,5.8,10,10.0,7,0.3779644730092272,7.4,7.7,7.1,7.2,6.6,7.7,8.1,계절매력,8.1
치악산_06,치악산,등하산_횡단,741.9,328.414,12.59,12.59,247,4시간 07분,37.352216,128.108202,37.428932,128.058129,초급,초급1,129.84,5.2,0,10.0,7,0.3779644730092272,7.4,7.7,7.1,7.2,6.6,7.7,8.1,계절매력,8.1
치악산_07,치악산,등하산_횡단,679.9,448.221,6.78,6.78,162,2시간 42분,37.380167,128.007536,37.414344,128.050318,초급,초급1,111.31,5.7,10,10.0,7,0.3779644730092272,7.4,7.7,7.1,7.2,6.6,7.7,8.1,계절매력,8.1
칠갑산_01,칠갑산,등하산_횡단,584.3,1009.8050000000006,8.4,8.4,281,4시간 41분,36.435714,126.885554,36.415861,126.924793,중급,중급3,223.16,4.9,10,10.0,4,0.5,7.0,6.9,7.4,7.5,6.9,6.1,7.5,사진,7.5
칠갑산_02,칠갑산,등하산_원점회귀,582.6,1243.1379999999992,8.39,8.39,302,5시간 02분,36.409294,126.849112,36.409462,126.851237,상급,상급3,309.32,4.7,10,10.0,4,0.5,7.0,6.9,7.4,7.5,6.9,6.1,7.5,사진,7.5
칠갑산_03,칠갑산,편도_등산,414.4,1021.9319999999996,3.8,7.6,267,4시간 27분,36.432542,126.844242,36.417529,126.864277,상급,상급2,266.93,5.3,10,8.0,4,0.5,7.0,6.9,7.4,7.5,6.9,6.1,7.5,사진,7.5
칠갑산_04,칠갑산,편도_등산,583.4,756.1349999999994,2.55,5.1,190,3시간 10분,36.395158,126.893977,36.412947,126.885027,중급,중급1,188.09,4.6,0,10.0,4,0.5,7.0,6.9,7.4,7.5,6.9,6.1,7.5,사진,7.5
태백산_01,태백산,편도_등산,1579.9,665.666,4.03,8.06,221,3시간 41분,37.120279,128.908772,37.096337,128.916532,초급,초급3,177.48,4.8,10,10.0,6,0.4082482904638631,7.6,8.2,7.4,7.6,7.1,7.1,8.8,계절매력,8.8
태백산_02,태백산,등하산_횡단,1548.8,666.6999999999999,7.8,7.8,210,3시간 30분,37.118851,128.926543,37.128989,128.959682,초급,초급3,174.73,5.4,10,10.0,6,0.4082482904638631,7.6,8.2,7.4,7.6,7.1,7.1,8.8,계절매력,8.8
태백산_03,태백산,등하산_원점회귀,1542.7,877.3379999999996,12.01,12.01,301,5시간 01분,37.072044,128.970295,37.071564,128.954132,중급,중급2,207.27,3.9,0,2.0,6,0.4082482904638631,7.6,8.2,7.4,7.6,7.1,7.1,8.8,계절매력,8.8
태백산_04,태백산,등하산_원점회귀,1565.2,759.6509999999997,9.39,9.39,249,4시간 09분,37.088735,128.971249,37.089171,128.969141,중급,중급2,204.65,5.0,0,10.0,6,0.4082482904638631,7.6,8.2,7.4,7.6,7.1,7.1,8.8,계절매력,8.8
태백산_05,태백산,편도_등산,1568.0,654.6509999999995,5.95,11.91,277,4시간 37분,37.12245,128.899785,37.10349,128.915384,중급,중급1,178.3,4.6,5,10.0,6,0.4082482904638631,7.6,8.2,7.4,7.6,7.1,7.1,8.8,계절매력,8.8
태백산_06,태백산,편도_등산,1524.8,672.1810000000002,3.97,7.93,220,3시간 40분,37.119422,128.950188,37.094807,128.940116,초급,초급3,176.91,5.4,10,10.0,6,0.4082482904638631,7.6,8.2,7.4,7.6,7.1,7.1,8.8,계절매력,8.8
태화산_01,태화산,등하산_횡단,1057.3,479.244,8.75,8.75,216,3시간 36분,37.111915,128.464419,37.129639,128.532856,초급,초급1,130.76,4.5,0,2.0,3,0.5773502691896258,5.9,4.6,6.7,5.3,6.2,6.0,6.6,힐링,6.7
태화산_02,태화산,등하산_횡단,1060.1,835.309,9.22,9.22,256,4시간 16분,37.087325,128.489456,37.142805,128.469624,중급,중급2,212.64,5.1,0,10.0,3,0.5773502691896258,5.9,4.6,6.7,5.3,6.2,6.0,6.6,힐링,6.7
태화산_03,태화산,등하산_횡단,1047.8,803.5389999999999,9.26,9.26,255,4시간 15분,37.145624,128.490471,37.142642,128.469563,중급,중급2,209.01,5.4,10,10.0,3,0.5773502691896258,5.9,4.6,6.7,5.3,6.2,6.0,6.6,힐링,6.7
팔공산_01,팔공산,등하산_원점회귀,1204.0,593.366,8.64,8.64,223,3시간 43분,35.988907,128.697366,35.990692,128.704735,초급,초급2,144.58,5.7,10,10.0,19,0.2294157338705617,7.1,7.5,7.1,7.3,6.5,6.9,7.1,전망,7.5
